gene	label
AFG3L1P	False
AFG3L2	
AFM	
AFMID	
AFP	
AFTPH	False
AGA	
AGAP1	False
AGAP11	False
AGAP2	
AGAP3	False
AGAP4	False
AGAP5	False
AGAP7P	False
AGAP9	False
AGBL1	False
AGBL2	
AGBL3	
AGBL4	False
AGBL5	
AGER	
AGFG1	False
AGFG2	False
AGGF1	
AGK	False
AGL	
AGMAT	False
AGMO	False
AGO1	True
AGO2	
AGO3	False
AGO4	
AGPAT1	False
AGPAT2	
AGPAT3	False
AGPAT4	False
AGPAT5	False
AGPS	
AGR2	False
AGR3	False
AGRN	False
AGRP	
AGT	
AGTPBP1	False
AGTR1	
AGTR2	
AGTRAP	False
AGXT	
AGXT2	False
AHCTF1	
AHCY	False
AHCYL1	False
AHCYL2	
AHDC1	False
AHI1	
AHNAK	
AHNAK2	
AHR	
AHRR	False
AHSA1	
AHSA2P	False
AHSG	False
AHSP	False
AICDA	
AIDA	False
AIF1	False
AIF1L	False
AIFM1	
AIFM2	
AIFM3	False
AIG1	False
AIM2	False
AIMP1	False
AIMP2	False
AIP	
AIPL1	
AIRE	
AJAP1	
AJUBA	True
AK1	
AK2	
AK3	False
AK4	False
AK5	False
AK6	False
AK7	False
AK8	
AK9	False
AKAP1	False
AKAP10	
AKAP11	
AKAP12	
AKAP13	
AKAP14	False
AKAP17A	False
AKAP2	False
AKAP3	False
AKAP4	False
AKAP5	False
AKAP6	
AKAP7	False
AKAP8	
AKAP8L	False
AKAP9	
AKIP1	False
AKIRIN1	False
AKIRIN2	False
AKNA	False
AKNAD1	False
AKR1A1	False
AKR1B1	False
AKR1B10	
AKR1B15	False
AKR1C1	False
AKR1C2	
AKR1C3	
AKR1C4	False
AKR1D1	
AKR1E2	False
AKR7A2	False
AKR7A3	False
AKR7L	False
AKT1	True
AKT1S1	
AKT2	True
AKT3	True
AKTIP	False
ALAD	
ALAS1	False
ALAS2	
ALB	
ALCAM	
ALDH16A1	False
ALDH18A1	False
ALDH1A1	
ALDH1A2	False
ALDH1A3	False
ALDH1B1	False
ALDH1L1	
ALDH1L2	False
ALDH2	
ALDH3A1	False
ALDH3A2	
ALDH3B1	False
ALDH3B2	False
ALDH4A1	False
ALDH5A1	
ALDH6A1	False
ALDH7A1	False
ALDH8A1	False
ALDH9A1	False
ALDOA	
ALDOB	
ALDOC	False
ALG1	
ALG10	False
ALG10B	False
ALG11	
ALG12	
ALG13	False
ALG14	
ALG1L	False
ALG1L2	False
ALG2	
ALG3	
ALG5	False
ALG6	
ALG8	
ALG9	
ALK	True
ALKAL1	False
ALKAL2	False
ALKBH1	False
ALKBH2	False
ALKBH3	False
ALKBH4	False
ALKBH5	False
ALKBH6	
ALKBH7	False
ALKBH8	False
ALLC	
ALMS1	
ALOX12	
ALOX12B	True
ALOX15	
ALOX15B	False
ALOX5	
ALOX5AP	
ALOXE3	
ALPG	False
ALPI	False
ALPK1	
ALPK2	
ALPK3	False
ALPL	
ALPP	False
ALS2	
ALS2CL	
ALX1	False
ALX3	False
ALX4	
ALYREF	
AMACR	False
AMBN	
AMBP	False
AMBRA1	
AMD1	False
AMDHD1	False
AMDHD2	False
AMELX	
AMELY	False
AMER1	True
AMER2	False
AMER3	False
AMFR	
AMH	
AMHR2	
AMIGO1	False
AMIGO2	False
AMIGO3	False
AMMECR1	False
AMMECR1L	False
AMN	
AMN1	False
AMOT	
AMOTL1	
AMOTL2	False
AMPD1	False
AMPD2	False
AMPD3	False
AMPH	
AMT	
AMTN	False
AMY1A	False
AMY1B	False
AMY1C	False
AMY2A	False
AMY2B	
AMZ1	False
AMZ2	False
ANAPC1	False
ANAPC10	False
ANAPC11	False
ANAPC13	False
ANAPC15	False
ANAPC16	False
ANAPC2	False
ANAPC4	False
ANAPC5	False
ANAPC7	False
ANG	
ANGEL1	False
ANGEL2	False
ANGPT1	
ANGPT2	False
ANGPT4	False
ANGPTL1	False
ANGPTL2	False
ANGPTL3	
ANGPTL4	False
ANGPTL5	False
ANGPTL6	False
ANGPTL7	False
ANGPTL8	False
ANHX	False
ANK1	True
ANK2	
ANK3	
ANKAR	False
ANKDD1A	False
ANKDD1B	False
ANKEF1	False
ANKFN1	False
ANKFY1	False
ANKH	
ANKHD1	
ANKHD1-EIF4EBP3	False
ANKIB1	False
ANKK1	False
ANKLE1	False
ANKLE2	
ANKMY1	False
ANKMY2	False
ANKRA2	False
ANKRD1	
ANKRD10	False
ANKRD11	True
ANKRD12	
ANKRD13A	
ANKRD13B	False
ANKRD13C	False
ANKRD13D	False
ANKRD16	
ANKRD17	
ANKRD18A	
ANKRD18B	False
ANKRD2	False
ANKRD20A1	False
ANKRD20A2P	False
ANKRD20A4P	False
ANKRD22	False
ANKRD23	False
ANKRD24	
ANKRD26	
ANKRD26P1	False
ANKRD27	False
ANKRD28	False
ANKRD29	False
ANKRD30A	False
ANKRD30B	False
ANKRD30BL	
ANKRD31	False
ANKRD33	False
ANKRD33B	False
ANKRD34A	False
ANKRD34B	False
ANKRD34C	False
ANKRD35	False
ANKRD36	
ANKRD36B	False
ANKRD36BP1	False
ANKRD36C	
ANKRD37	False
ANKRD39	False
ANKRD40	False
ANKRD42	False
ANKRD44	
ANKRD45	False
ANKRD46	False
ANKRD49	False
ANKRD50	
ANKRD52	False
ANKRD53	False
ANKRD54	False
ANKRD55	False
ANKRD6	False
ANKRD60	False
ANKRD61	False
ANKRD63	False
ANKRD65	False
ANKRD66	False
ANKRD7	
ANKRD9	False
ANKS1A	False
ANKS1B	False
ANKS3	False
ANKS4B	False
ANKS6	False
ANKUB1	False
ANKZF1	False
ANLN	
ANO1	False
ANO10	
ANO2	False
ANO3	False
ANO4	
ANO5	
ANO6	
ANO7	False
ANO8	False
ANO9	False
ANOS1	
ANP32A	
ANP32B	
ANP32C	False
ANP32D	False
ANP32E	False
ANPEP	
ANTKMT	False
ANTXR1	
ANTXR2	
ANXA1	
ANXA10	False
ANXA11	False
ANXA13	False
ANXA2	
ANXA2P2	False
ANXA2R	False
ANXA3	False
ANXA4	False
ANXA5	
ANXA6	False
ANXA7	False
ANXA8	False
ANXA8L1	
ANXA9	False
AOAH	False
AOC1	False
AOC2	False
AOC3	False
AOPEP	False
AOX1	
AP1AR	False
AP1B1	
AP1G1	False
AP1G2	False
AP1M1	False
AP1M2	False
AP1S1	
AP1S2	
AP1S3	False
AP2A1	
AP2A2	False
AP2B1	False
AP2M1	False
AP2S1	False
AP3B1	
AP3B2	False
AP3D1	
AP3M1	False
AP3M2	
AP3S1	False
AP3S2	False
AP4B1	False
AP4E1	
AP4M1	
AP4S1	False
AP5B1	False
AP5M1	False
AP5S1	False
AP5Z1	
APAF1	
APBA1	False
APBA2	False
APBA3	False
APBB1	False
APBB1IP	False
APBB2	False
APBB3	False
APC	True
APC2	
APCDD1	
APCDD1L	False
APCS	False
APEH	
APEX1	False
APEX2	False
APH1A	
APH1B	
API5	
APIP	False
APLF	False
APLN	False
APLNR	True
APLP1	False
APLP2	False
APMAP	
APOA1	
APOA2	False
APOA4	False
APOA5	
APOB	
APOBEC1	False
APOBEC2	
APOBEC3A	False
APOBEC3B	True
APOBEC3C	False
APOBEC3D	False
APOBEC3F	False
APOBEC3G	False
APOBEC3H	False
APOBEC4	False
APOBR	
APOC1	False
APOC2	
APOC3	False
APOC4	False
APOD	False
APOE	
APOF	False
APOH	False
APOL1	
APOL2	
APOL3	False
APOL4	False
APOL5	False
APOL6	False
APOLD1	False
APOM	False
APOO	False
APOOL	False
APP	
APPBP2	False
APPL1	
APPL2	False
APRT	False
APTX	
AQP1	False
AQP10	False
AQP11	False
AQP12A	
AQP12B	
AQP2	
AQP3	False
AQP4	
AQP5	False
AQP6	False
AQP7	
AQP8	False
AQP9	False
AQR	False
AR	True
ARAF	True
ARAP1	False
ARAP2	
ARAP3	False
ARC	False
ARCN1	False
AREG	
AREL1	False
ARF1	
ARF3	False
ARF4	False
ARF5	False
ARF6	
ARFGAP1	False
ARFGAP2	False
ARFGAP3	False
ARFGEF1	False
ARFGEF2	
ARFGEF3	False
ARFIP1	False
ARFIP2	False
ARFRP1	
ARG1	
ARG2	False
ARGFX	False
ARGLU1	False
ARHGAP1	False
ARHGAP10	False
ARHGAP11A	False
ARHGAP11B	False
ARHGAP12	False
ARHGAP15	False
ARHGAP17	False
ARHGAP18	False
ARHGAP19	False
ARHGAP20	
ARHGAP21	
ARHGAP22	False
ARHGAP23	False
ARHGAP24	
ARHGAP25	
ARHGAP26	True
ARHGAP27	False
ARHGAP28	
ARHGAP29	False
ARHGAP30	False
ARHGAP31	
ARHGAP32	
ARHGAP33	False
ARHGAP35	True
ARHGAP36	False
ARHGAP39	False
ARHGAP4	
ARHGAP40	False
ARHGAP42	False
ARHGAP44	False
ARHGAP45	False
ARHGAP5	True
ARHGAP6	False
ARHGAP8	
ARHGAP9	
ARHGDIA	False
ARHGDIB	False
ARHGDIG	False
ARHGEF1	
ARHGEF10	True
ARHGEF10L	True
ARHGEF11	
ARHGEF12	True
ARHGEF15	False
ARHGEF16	False
ARHGEF17	False
ARHGEF18	
ARHGEF19	False
ARHGEF2	
ARHGEF25	
ARHGEF26	False
ARHGEF28	True
ARHGEF3	
ARHGEF33	False
ARHGEF35	False
ARHGEF37	False
ARHGEF38	False
ARHGEF39	False
ARHGEF4	
ARHGEF40	False
ARHGEF5	False
ARHGEF6	
ARHGEF7	False
ARHGEF9	False
ARID1A	True
ARID1B	True
ARID2	True
ARID3A	True
ARID3B	True
ARID3C	
ARID4A	True
ARID4B	True
ARID5A	
ARID5B	True
ARIH1	
ARIH2	False
ARL1	False
ARL10	False
ARL11	
ARL13A	False
ARL13B	False
ARL14	False
ARL14EP	False
ARL14EPL	False
ARL15	False
ARL16	False
ARL17A	False
ARL17B	False
ARL2	False
ARL2BP	False
ARL3	False
ARL4A	False
ARL4C	False
ARL4D	False
ARL5A	False
ARL5B	False
ARL5C	False
ARL6	
ARL6IP1	False
ARL6IP4	False
ARL6IP5	False
ARL6IP6	False
ARL8A	False
ARL8B	False
ARL9	False
ARMC1	False
ARMC10	False
ARMC12	False
ARMC2	False
ARMC3	False
ARMC5	False
ARMC6	False
ARMC7	False
ARMC8	False
ARMC9	False
ARMCX1	
ARMCX2	
ARMCX3	
ARMCX4	False
ARMCX5	False
ARMCX6	False
ARMH1	False
ARMH3	
ARMH4	False
ARMT1	False
ARNT	True
ARNT2	
ARNTL	
ARNTL2	False
ARPC1A	False
ARPC1B	
ARPC2	False
ARPC3	False
ARPC3P1	False
ARPC4	False
ARPC4-TTLL3	False
ARPC5	False
ARPC5L	False
ARPIN	False
ARPIN-AP3S2	False
ARPP19	False
ARPP21	False
ARR3	False
ARRB1	False
ARRB2	False
ARRDC1	False
ARRDC2	False
ARRDC3	False
ARRDC4	False
ARRDC5	
ARSA	
ARSB	
ARSD	
ARSF	False
ARSG	False
ARSH	False
ARSI	False
ARSJ	False
ARSK	False
ARSL	
ART1	False
ART3	False
ART4	False
ART5	False
ARTN	False
ARV1	False
ARVCF	False
ARX	
AS3MT	False
ASAH1	
ASAH2	False
ASAH2B	False
ASAP1	
ASAP2	
ASAP3	False
ASB1	False
ASB10	False
ASB11	False
ASB12	False
ASB13	False
ASB14	False
ASB15	
ASB16	False
ASB16-AS1	False
ASB17	False
ASB18	False
ASB2	False
ASB3	False
ASB4	False
ASB5	False
ASB6	False
ASB7	False
ASB8	False
ASB9	
ASCC1	
ASCC2	
ASCC3	
ASCL1	
ASCL2	False
ASCL3	False
ASCL4	False
ASCL5	False
ASF1A	False
ASF1B	False
ASGR1	False
ASGR2	False
ASH1L	
ASH2L	
ASIC1	False
ASIC2	False
ASIC3	False
ASIC4	False
ASIC5	False
ASIP	False
ASL	
ASMT	False
ASMTL	
ASNS	
ASNSD1	False
ASPA	
ASPDH	False
ASPG	False
ASPH	False
ASPHD1	
ASPHD2	False
ASPM	
ASPN	
ASPRV1	False
ASPSCR1	True
ASRGL1	False
ASS1	
ASTE1	False
ASTL	False
ASTN1	
ASTN2	
ASXL1	True
ASXL2	True
ASXL3	
ASZ1	
ATAD1	False
ATAD2	
ATAD2B	False
ATAD3A	False
ATAD3B	
ATAD3C	False
ATAD5	False
ATAT1	False
ATCAY	
ATE1	False
ATF1	True
ATF2	
ATF3	
ATF4	
ATF5	
ATF6	False
ATF6B	False
ATF7	False
ATF7IP	
ATF7IP2	False
ATG10	
ATG101	False
ATG12	
ATG13	
ATG14	
ATG16L1	
ATG16L2	False
ATG2A	
ATG2B	
ATG3	
ATG4A	False
ATG4B	
ATG4C	False
ATG4D	False
ATG5	
ATG7	
ATG9A	False
ATG9B	False
ATIC	True
ATL1	
ATL2	False
ATL3	False
ATM	True
ATMIN	
ATN1	
ATOH1	False
ATOH7	
ATOH8	False
ATOX1	False
ATP10A	
ATP10B	
ATP10D	
ATP11A	False
ATP11B	False
ATP11C	False
ATP12A	False
ATP13A1	False
ATP13A2	
ATP13A3	False
ATP13A4	
ATP13A5	False
ATP1A1	True
ATP1A2	
ATP1A3	
ATP1A4	False
ATP1B1	False
ATP1B2	False
ATP1B3	False
ATP1B4	False
ATP23	False
ATP2A1	False
ATP2A2	
ATP2A3	False
ATP2B1	False
ATP2B2	False
ATP2B3	True
ATP2B4	
ATP2C1	
ATP2C2	
ATP4A	
ATP4B	False
ATP5F1A	False
ATP5F1B	
ATP5F1C	False
ATP5F1D	False
ATP5F1E	False
ATP5F1EP2	False
ATP5IF1	False
ATP5MC1	False
ATP5MC2	False
ATP5MC3	False
ATP5ME	False
ATP5MF	False
ATP5MF-PTCD1	False
ATP5MG	False
ATP5MGL	False
ATP5MJ	
ATP5MK	False
ATP5PB	False
ATP5PD	
ATP5PF	False
ATP5PO	False
ATP6AP1	
ATP6AP1L	False
ATP6AP2	
ATP6V0A1	False
ATP6V0A2	
ATP6V0A4	
ATP6V0B	
ATP6V0C	False
ATP6V0D1	False
ATP6V0D2	False
ATP6V0E1	
ATP6V0E2	False
ATP6V1A	False
ATP6V1B1	
ATP6V1B2	True
ATP6V1C1	False
ATP6V1C2	False
ATP6V1D	False
ATP6V1E1	False
ATP6V1E2	False
ATP6V1F	False
ATP6V1G1	False
ATP6V1G2	
ATP6V1G3	False
ATP6V1H	False
ATP7A	
ATP7B	
ATP8A1	False
ATP8A2	False
ATP8B1	
ATP8B2	
ATP8B3	False
ATP8B4	False
ATP9A	False
ATP9B	False
ATPAF1	False
ATPAF2	False
ATPSCKMT	False
ATR	True
ATRAID	False
ATRIP	False
ATRN	False
ATRNL1	False
ATRX	True
ATXN1	
ATXN10	
ATXN1L	False
ATXN2	True
ATXN2L	False
ATXN3	
ATXN3L	
ATXN7	True
ATXN7L1	False
ATXN7L2	False
ATXN7L3	False
ATXN7L3B	False
AUH	
AUNIP	False
AUP1	False
AURKA	True
AURKAIP1	False
AURKB	True
AURKC	False
AUTS2	
AVEN	
AVIL	False
AVL9	
AVP	
AVPI1	
AVPR1A	False
AVPR1B	False
AVPR2	
AWAT1	False
AWAT2	False
AXDND1	False
AXIN1	True
AXIN2	True
AXL	True
AZGP1	
AZI2	
AZIN1	
AZIN2	False
AZU1	False
B2M	True
B3GALNT1	False
B3GALNT2	False
B3GALT1	False
B3GALT2	False
B3GALT4	False
B3GALT5	False
B3GALT6	
B3GAT1	False
B3GAT2	False
B3GAT3	False
B3GLCT	
B3GNT2	
B3GNT3	False
B3GNT4	False
B3GNT5	False
B3GNT6	
B3GNT7	False
B3GNT8	False
B3GNT9	False
B3GNTL1	False
B4GALNT1	False
B4GALNT2	False
B4GALNT3	False
B4GALNT4	False
B4GALT1	
B4GALT2	False
B4GALT3	
B4GALT4	False
B4GALT5	
B4GALT6	False
B4GALT7	
B4GAT1	False
B9D1	False
B9D2	False
BAALC	
BAAT	False
BABAM1	
BABAM2	
BACE1	False
BACE2	False
BACH1	
BACH2	True
BAD	
BAG1	
BAG2	False
BAG3	
BAG4	
BAG5	False
BAG6	False
BAGE	False
BAGE3	False
BAGE4	False
BAHCC1	False
BAHD1	False
BAIAP2	False
BAIAP2L1	False
BAIAP2L2	False
BAIAP3	
BAK1	
BAMBI	False
BANF1	False
BANF2	
BANK1	
BANP	False
BAP1	True
BARD1	True
BARHL1	False
BARHL2	False
BARX1	False
BARX2	False
BASP1	False
BATF	
BATF2	
BATF3	
BAX	True
BAZ1A	True
BAZ1B	False
BAZ2A	
BAZ2B	
BBC3	True
BBIP1	False
BBLN	False
BBOF1	False
BBOX1	False
BBS1	
BBS10	
BBS12	
BBS2	
BBS4	
BBS5	
BBS7	
BBS9	
BBX	
BCAM	False
BCAN	False
BCAP29	False
BCAP31	False
BCAR1	
BCAR3	False
BCAS1	False
BCAS2	False
BCAS3	
BCAS4	
BCAT1	False
BCAT2	False
BCCIP	False
BCDIN3D	False
BCHE	False
BCKDHA	
BCKDHB	
BCKDK	False
BCL10	True
BCL11A	True
BCL11B	True
BCL2	True
BCL2A1	
BCL2L1	
BCL2L10	
BCL2L11	True
BCL2L12	True
BCL2L13	False
BCL2L14	
BCL2L15	
BCL2L2	
BCL2L2-PABPN1	False
BCL3	True
BCL6	True
BCL6B	False
BCL7A	True
BCL7B	
BCL7C	False
BCL9	True
BCL9L	True
BCLAF1	True
BCLAF3	False
BCO1	
BCO2	False
BCOR	True
BCORL1	True
BCR	True
BCS1L	False
BDH1	False
BDH2	False
BDKRB1	
BDKRB2	
BDNF	
BDP1	False
BEAN1	
BECN1	
BECN2	False
BEGAIN	False
BEND2	False
BEND3	False
BEND4	False
BEND5	False
BEND6	False
BEND7	False
BEST1	
BEST2	False
BEST3	False
BEST4	False
BET1	False
BET1L	False
BEX1	
BEX2	
BEX3	
BEX4	False
BEX5	False
BFAR	False
BFSP1	False
BFSP2	
BGLAP	False
BGN	
BHLHA15	False
BHLHA9	False
BHLHB9	False
BHLHE22	False
BHLHE23	False
BHLHE40	False
BHLHE41	
BHMT	False
BHMT2	
BICC1	False
BICD1	False
BICD2	False
BICDL1	False
BICDL2	False
BICRA	
BICRAL	False
BID	
BIK	False
BIN1	
BIN2	False
BIN3	False
BIRC2	
BIRC3	True
BIRC5	
BIRC6	True
BIRC7	
BIRC8	
BIVM	False
BIVM-ERCC5	False
BLCAP	
BLID	False
BLK	
BLM	True
BLMH	False
BLNK	
BLOC1S1	False
BLOC1S2	False
BLOC1S3	
BLOC1S4	False
BLOC1S5	False
BLOC1S6	
BLVRA	
BLVRB	False
BLZF1	False
BMERB1	False
BMF	
BMI1	
BMP1	False
BMP10	False
BMP15	
BMP2	
BMP2K	
BMP3	False
BMP4	
BMP5	True
BMP6	False
BMP7	
BMP8A	False
BMP8B	False
BMPER	False
BMPR1A	True
BMPR1B	False
BMPR2	
BMS1	False
BMS1P1	False
BMT2	False
BMX	False
BNC1	False
BNC2	
BNIP1	False
BNIP2	False
BNIP3	
BNIP3L	
BNIP5	False
BNIPL	False
BOC	
BOD1	
BOD1L1	False
BOD1L2	False
BOK	
BOLA1	False
BOLA2	False
BOLA2B	False
BOLA3	False
BOLL	False
BOP1	
BORA	
BORCS5	False
BORCS6	False
BORCS7	False
BORCS8	False
BORCS8-MEF2B	
BPGM	False
BPHL	False
BPI	False
BPIFA1	False
BPIFA2	False
BPIFA3	False
BPIFB1	
BPIFB2	False
BPIFB3	False
BPIFB4	False
BPIFB6	False
BPIFC	False
BPNT1	False
BPNT2	False
BPTF	
BPY2	False
BPY2B	False
BPY2C	False
BRAF	True
BRAP	False
BRAT1	
BRCA1	True
BRCA2	True
BRCC3	
BRD1	False
BRD2	
BRD3	True
BRD4	True
BRD7	
BRD8	
BRD9	False
BRDT	
BRF1	False
BRF2	False
BRI3	False
BRI3BP	False
BRICD5	False
BRINP1	False
BRINP2	False
BRINP3	
BRIP1	True
BRIX1	
BRK1	False
BRME1	False
BRMS1	
BRMS1L	False
BROX	False
BRPF1	
BRPF3	
BRS3	False
BRSK1	
BRSK2	False
BRWD1	False
BRWD3	
BSCL2	
BSDC1	False
BSG	False
BSN	
BSND	
BSPH1	False
BSPRY	
BST1	False
BST2	False
BSX	False
BTAF1	False
BTBD1	False
BTBD10	False
BTBD11	
BTBD16	False
BTBD17	False
BTBD18	False
BTBD19	
BTBD2	False
BTBD3	False
BTBD6	False
BTBD7	False
BTBD8	False
BTBD9	
BTC	
BTD	
BTF3	False
BTF3L4	False
BTG1	True
BTG2	
BTG3	False
BTG4	False
BTK	True
BTLA	
BTN1A1	False
BTN2A1	False
BTN2A2	False
BTN2A3P	False
BTN3A1	False
BTN3A2	
BTN3A3	False
BTNL2	
BTNL3	
BTNL8	False
BTNL9	False
BTRC	
BUB1	
BUB1B	True
BUB3	False
BUD13	
BUD23	
BUD31	False
BVES	False
BYSL	
BZW1	False
BZW2	False
C10orf120	False
C10orf53	False
C10orf55	False
C10orf62	False
C10orf67	False
C10orf71	False
C10orf82	False
C10orf88	False
C10orf90	
C10orf95	False
C10orf99	False
C11orf1	False
C11orf16	False
C11orf21	False
C11orf24	False
C11orf40	False
C11orf42	False
C11orf49	
C11orf52	False
C11orf53	False
C11orf54	False
C11orf58	False
C11orf65	False
C11orf68	False
C11orf71	False
C11orf80	False
C11orf86	False
C11orf87	False
C11orf94	False
C11orf96	False
C11orf98	False
C12orf29	False
C12orf4	False
C12orf40	False
C12orf42	False
C12orf43	False
C12orf50	False
C12orf54	False
C12orf56	False
C12orf57	False
C12orf60	False
C12orf73	False
C12orf75	False
C12orf76	False
C14orf119	False
C14orf132	False
C14orf178	False
C14orf180	False
C14orf28	False
