	Gene	betweenness	closeness	degree	clustering_coefficient
177	ACTR8	1.5154105513278462e-05	0.3985790408525755	0.0015278838808250573	0.9615384615384616
178	ACVR1	0.0006638050159725198	0.40609165321008966	0.008276037687802393	0.058741258741258746
179	ACVR1B	0.00017535889738742375	0.40235021516054287	0.002546473134708429	0.19523809523809524
180	ACVR1C	3.703991572920409e-06	0.3102942115004148	0.00012732365673542143	0.0
181	ACVR2A	0.0006163076001039127	0.39950698438783894	0.0028011204481792717	0.13043478260869565
182	ACVR2B	0.00020156229530600265	0.3156459640770396	0.002546473134708429	0.06666666666666667
183	ACVRL1	2.507317547985967e-05	0.31779162490740337	0.0024191494779730073	0.1631578947368421
184	ACY1	3.326176931118411e-05	0.4003403414393149	0.001145912910618793	0.24444444444444446
185	ACY3	0.00022055723550447296	0.31609058402860546	0.0015278838808250573	0.025641025641025644
186	ACYP2	0.0001542020074027643	0.39725467766974426	0.00025464731347084286	0.3333333333333333
187	ADA	0.00020653117842176044	0.39894970050053336	0.001145912910618793	0.15555555555555556
188	ADAM10	0.0004979923988704396	0.40175177656585687	0.002291825821237586	0.07602339181286549
189	ADAM11	0.0	0.2855520751761942	0.0	0.0
190	ADAM12	0.0	0.23526944852170267	0.0	0.0
191	ADAM15	0.00022935204606963421	0.4093856128434702	0.004583651642475172	0.06306306306306306
192	ADAM17	9.991600802874707e-05	0.4037870608753426	0.0024191494779730073	0.12105263157894736
193	ADAM19	2.9310090229331115e-08	0.39753618053473605	0.00025464731347084286	0.6666666666666666
194	ADAM2	3.580397082510784e-07	0.2970067196090409	0.0003819709702062643	0.0
195	ADAM22	2.964700681565191e-05	0.32325694783032666	0.0012732365673542145	0.07272727272727272
196	ADAM23	5.197908341017013e-07	0.31144040654225563	0.00012732365673542143	0.0
197	ADAM29	0.0	0.29125399361022364	0.0	0.0
198	ADAM33	8.381467450949705e-06	0.29998765990703796	0.00025464731347084286	0.0
199	ADAM8	3.663567479774981e-08	0.2865844074190506	0.00012732365673542143	0.0
200	ADAM9	1.356555239024218e-06	0.3996383363471971	0.00089126559714795	0.32142857142857145
201	ADAMTS1	3.7619934963340087e-05	0.39875338308865743	0.0007639419404125286	0.2380952380952381
202	ADAMTS10	3.520578247349453e-06	0.30800743306022466	0.0007639419404125286	0.047619047619047616
203	ADAMTS12	7.933119278315737e-06	0.31112153918348195	0.0005092946269416857	0.0
204	ADAMTS13	0.0	0.287420193899267	0.00012732365673542143	1.0
205	ADAMTS17	0.0	0.3046302291096677	0.0	0.0
206	ADAMTS2	1.158295220742156e-07	0.3011334310547722	0.00012732365673542143	0.0
207	ADAMTS4	0.00016213245313570967	0.40027442371020855	0.0012732365673542145	0.12727272727272726
208	ADAMTS5	8.496700096685232e-05	0.39739537925021795	0.0003819709702062643	0.16666666666666666
209	ADAMTS6	1.153439786800101e-06	0.30545957152729786	0.00012732365673542143	0.0
210	ADAMTS7	3.769613013736394e-07	0.261065669130676	0.00012732365673542143	0.0
211	ADAMTS9	0.0	0.23974358974358975	0.0	0.0
212	ADAMTSL2	0.0	0.24934612031386225	0.0	0.0
213	ADAMTSL3	2.9852115553022246e-06	0.3020313502992152	0.0005092946269416857	0.1
214	ADAMTSL4	0.0008229774905298235	0.33759200111095683	0.011331805449452509	0.08289637952559302
215	ADAMTSL5	1.5810897273221155e-06	0.29763095068051504	0.0003819709702062643	0.3333333333333333
216	ADAP1	6.400982349162766e-05	0.40515541234965696	0.003183091418385536	0.08307692307692309
217	ADAP2	2.2105910851339716e-06	0.31898003367813327	0.0007639419404125286	0.047619047619047616
218	ADAR	2.5308247287885427e-06	0.3140218303946264	0.0007639419404125286	0.19047619047619047
219	ADARB1	2.9502081056141537e-08	0.3028277207989038	0.00012732365673542143	0.0
220	ADARB2	6.597060055968687e-07	0.3996492862427049	0.0006366182836771072	0.33333333333333337
221	ADAT1	0.0	0.3971465134642089	0.0	0.0
222	ADAT2	1.7661530031483085e-05	0.3972005882032569	0.00012732365673542143	0.0
223	ADAT3	9.919688198056654e-09	0.29616243654822333	0.00012732365673542143	0.0
224	ADCK1	7.475922717916984e-08	0.2885459940652819	0.00012732365673542143	0.0
225	ADCK2	0.0	0.39805692765330347	0.00012732365673542143	1.0
226	ADCK5	1.935992026612712e-07	0.3030920123015543	0.00025464731347084286	0.0
227	ADCY1	0.0	0.2931859296482412	0.0	0.0
228	ADCY10	4.196101743809905e-08	0.28632000471114777	0.00012732365673542143	0.0
229	ADCY2	5.923407132575772e-06	0.39740620657711906	0.00025464731347084286	0.6666666666666666
230	ADCY3	3.937040413013109e-08	0.39774214659685864	0.00025464731347084286	0.6666666666666666
231	ADCY4	2.0186682375515376e-06	0.3979049022014895	0.00012732365673542143	0.0
232	ADCY5	6.496344252317963e-06	0.3985572587917042	0.0006366182836771072	0.4666666666666667
233	ADCY6	0.0	0.29877099549365016	0.0	0.0
234	ADCY7	3.5549155692899545e-07	0.399288256227758	0.0003819709702062643	0.5
235	ADCY8	3.597732111371076e-07	0.39923361160530996	0.00025464731347084286	0.6666666666666666
236	ADCY9	0.0	0.3985681495245382	0.00012732365673542143	1.0
237	ADCYAP1	4.6791619036760484e-05	0.2982151254319069	0.001145912910618793	0.06666666666666667
238	ADCYAP1R1	1.6628492511544235e-06	0.30261410788381743	0.00012732365673542143	0.0
239	ADD1	2.6305478210229175e-06	0.3067249863313286	0.0005092946269416857	0.0
240	ADD3	2.900381260528181e-06	0.3137651386409104	0.00025464731347084286	0.0
241	ADGRA2	0.0	0.288660201860281	0.0	0.0
242	ADGRA3	5.730535099543764e-07	0.2917316692667707	0.00012732365673542143	0.0
243	ADGRB1	0.00032941297183075455	0.3991134460679691	0.002037178507766743	0.08088235294117647
244	ADGRB2	2.048836575102716e-06	0.2970127675171557	0.00089126559714795	0.03571428571428571
245	ADGRB3	1.0722132502260249e-06	0.2940607233579291	0.00025464731347084286	0.0
246	ADGRE5	6.118739638968075e-07	0.30636420919974794	0.00012732365673542143	0.0
247	ADGRF4	0.0	0.3971465134642089	0.0	0.0
248	ADGRG2	0.0	0.3971465134642089	0.0	0.0
249	ADGRG4	0.0	0.28837485172004745	0.0	0.0
250	ADGRG5	0.0	0.26246086299348614	0.0	0.0
251	ADGRG6	0.0	0.3977313009571074	0.00012732365673542143	1.0
252	ADGRG7	0.0	0.22796324081020256	0.0	0.0
253	ADGRL1	5.078969527098005e-07	0.39850281405387683	0.00025464731347084286	0.6666666666666666
254	ADGRL2	0.0	0.2358858251799143	0.0	0.0
255	ADGRL3	0.0	0.3976228770820271	0.00012732365673542143	1.0
256	ADH1A	4.2997674903363505e-08	0.2961564232198331	0.00012732365673542143	0.0
257	ADH1B	3.1146317687936523e-06	0.3125549103220691	0.0006366182836771072	0.0
258	ADH4	1.943608437481643e-08	0.3980134799574317	0.00025464731347084286	0.6666666666666666
259	ADH5	0.00024343126655268957	0.40159691629955946	0.001145912910618793	0.15555555555555556
260	ADH6	1.0693832741436078e-06	0.30417283590182054	0.0007639419404125286	0.0
261	ADHFE1	8.28812814675471e-07	0.28801042571676805	0.00012732365673542143	0.0
262	ADI1	5.34639503825621e-06	0.40019754712322003	0.0006366182836771072	0.33333333333333337
263	ADIPOQ	0.00010054903188546613	0.39918990667505955	0.0007639419404125286	0.14285714285714285
264	ADIPOR1	0.00013982172587720642	0.3989606126914661	0.00089126559714795	0.14285714285714285
265	ADIPOR2	1.410444566782659e-07	0.3976770816293146	0.0003819709702062643	0.5
266	ADIRF	2.0885960272099788e-08	0.39840485100106526	0.00025464731347084286	0.6666666666666666
267	ADK	0.0004339569207255878	0.3979157573112178	0.0003819709702062643	0.16666666666666666
268	ADM	4.8306539242857996e-05	0.29372910709251276	0.0003819709702062643	0.16666666666666666
269	ADNP	6.465497411483762e-06	0.4043467413300807	0.002546473134708429	0.3142857142857143
270	ADNP2	1.594151063803312e-07	0.3980243409921956	0.0005092946269416857	0.7
271	ADO	0.0	0.3971465134642089	0.0	0.0
272	ADORA1	1.7919895478363142e-05	0.3032684630738523	0.0014005602240896359	0.045454545454545456
273	ADORA2A	1.7588861464723434e-05	0.3107702141259188	0.0012732365673542145	0.05454545454545454
274	ADORA2B	5.494576103766165e-05	0.39812211698556105	0.00089126559714795	0.32142857142857145
275	ADPGK	1.2818682051658915e-06	0.3010215664018161	0.0003819709702062643	0.0
276	ADPRH	2.852444340620104e-06	0.30516559616712347	0.0003819709702062643	0.16666666666666666
277	ADPRM	0.0	0.3971465134642089	0.0	0.0
278	ADPRS	2.249168965682301e-05	0.39874248223072717	0.0003819709702062643	0.3333333333333333
279	ADRA1A	8.933409231400137e-07	0.29329794293297945	0.00025464731347084286	0.0
280	ADRA1B	2.2839991007649883e-05	0.31144040654225563	0.001145912910618793	0.044444444444444446
281	ADRA1D	8.73828741067568e-06	0.31226049538652567	0.0015278838808250573	0.10256410256410257
282	ADRA2A	1.0609254388032008e-05	0.31139386434960825	0.0014005602240896359	0.07575757575757576
283	ADRA2B	0.0	0.2844383775351014	0.0	0.0
284	ADRA2C	1.945948867385235e-07	0.29658397722651486	0.0003819709702062643	0.0
285	ADRB1	5.2790666319596024e-05	0.3161590982984719	0.0021645021645021645	0.0522875816993464
286	ADRB2	0.0023582605764224563	0.4206367516437882	0.02546473134708429	0.03228855721393035
287	ADRB3	8.784396441901695e-07	0.30510814542107684	0.00025464731347084286	0.0
288	ADRM1	0.00010377490980735248	0.40662373505059796	0.005856888209829387	0.3598519888991674
289	ADSL	2.75838884219343e-05	0.40221707478491064	0.002546473134708429	0.19047619047619047
290	ADSS1	4.789347050832895e-07	0.31196663458453644	0.00025464731347084286	0.0
291	ADSS2	1.631209710427395e-05	0.4020175293533984	0.0024191494779730073	0.35789473684210527
292	ADTRP	4.386536789769017e-06	0.2661193212917351	0.00025464731347084286	0.0
293	AEBP2	2.9407560010091964e-05	0.3994522798849788	0.0015278838808250573	0.3076923076923077
294	AEN	0.0003484290655153112	0.4067484662576687	0.004201680672268907	0.07130124777183601
295	AFAP1	7.78055291840269e-07	0.31370440467997246	0.0007639419404125286	0.2857142857142857
296	AFAP1L1	8.75537639883438e-08	0.2981115107913669	0.00012732365673542143	0.0
297	AFAP1L2	2.709911416078938e-07	0.2975763016157989	0.00012732365673542143	0.0
298	AFDN	0.00020390382604333325	0.32959732453563517	0.0024191494779730073	0.06315789473684211
299	AFF1	7.399142280996079e-05	0.4022503516174402	0.0029284441049146934	0.25362318840579706
300	AFF2	1.0980406434453506e-07	0.3103734439834025	0.0003819709702062643	0.5
301	AFF4	7.244257135711938e-05	0.4029838375466225	0.002291825821237586	0.28654970760233917
302	AFG1L	2.7915018419034036e-07	0.3083786126556587	0.00012732365673542143	0.0
303	AFG3L2	2.5341589503305756e-05	0.4025056570450908	0.002037178507766743	0.13970588235294118
304	AFP	9.951762220265739e-06	0.3125616080229718	0.0014005602240896359	0.0
305	AFTPH	0.0	0.29410815824494896	0.0	0.0
306	AGAP1	1.080666518782799e-07	0.3005130106928735	0.00025464731347084286	0.0
307	AGAP2	4.995144611679586e-06	0.4001097243176519	0.0010185892538833714	0.2777777777777778
308	AGAP3	0.0	0.30300386389131245	0.0	0.0
309	AGAP4	2.9568189601900086e-07	0.30503795721187027	0.00012732365673542143	0.0
310	AGAP5	0.0	0.30300386389131245	0.0	0.0
311	AGER	3.863136066293078e-06	0.3106576929630261	0.0007639419404125286	0.14285714285714285
312	AGFG1	6.734571498959612e-05	0.30269574781580094	0.0005092946269416857	0.0
313	AGFG2	3.6929353941427526e-08	0.29789841308743337	0.00025464731347084286	0.6666666666666666
314	AGGF1	4.678285023274313e-05	0.3996930918258296	0.001145912910618793	0.17777777777777778
315	AGK	7.102753918168409e-06	0.4014642739183089	0.0015278838808250573	0.1794871794871795
316	AGL	0.0	0.2923163253036194	0.0	0.0
317	AGMAT	5.065731155079582e-07	0.30324954780764674	0.0006366182836771072	0.2
318	AGO1	9.213368558428914e-05	0.40877753489154195	0.004329004329004329	0.14789915966386555
319	AGO2	6.39927641859686e-05	0.3353257621040048	0.004838298955946015	0.09851551956815115
320	AGO3	0.00016844120137091768	0.40727089964818225	0.006238859180035651	0.10775510204081633
321	AGO4	5.2607594748531484e-05	0.40658973072420135	0.007257448433919022	0.0822746521476104
322	AGPAT1	4.44282513592856e-06	0.3154752892830107	0.0003819709702062643	0.0
323	AGPAT2	5.1735733744113386e-05	0.39734125146421856	0.0005092946269416857	0.2
324	AGPAT3	2.748709121919486e-05	0.39803520261972986	0.00012732365673542143	0.0
325	AGPAT4	6.115218875945439e-06	0.399901299555848	0.00025464731347084286	0.3333333333333333
326	AGPAT5	0.0	0.3988733318748633	0.00012732365673542143	1.0
327	AGPS	7.175642058260723e-06	0.4006372400911912	0.0017825311942959	0.19047619047619047
328	AGR2	6.244443977467002e-05	0.32222148585061966	0.002291825821237586	0.017543859649122806
329	AGR3	2.176258340278335e-05	0.3217097862767154	0.0016552075375604787	0.04395604395604395
330	AGRN	3.962645837650459e-06	0.3079164027865738	0.0006366182836771072	0.06666666666666667
331	AGRP	2.624059912113182e-07	0.22811297738575584	0.00025464731347084286	0.0
